Unnamed: 0,Date,AveragePrice,TotalVolume,type,year,region,season
49,1/17/16,1.09,4891516.5,conventional,2016,Little Neck Clams,Winter
50,1/10/16,1.2,3890225.41,conventional,2016,Little Neck Clams,Winter
51,1/3/16,1.07,4524219.73,conventional,2016,Little Neck Clams,Winter
0,12/25/16,0.64,1108953.48,conventional,2016,Roast Chicken,Winter
1,12/18/16,0.56,1236204.18,conventional,2016,Roast Chicken,Winter
2,12/11/16,0.67,1056806.44,conventional,2016,Roast Chicken,Winter
3,12/4/16,0.63,1164027.22,conventional,2016,Roast Chicken,Winter
4,11/27/16,0.72,907516.28,conventional,2016,Roast Chicken,Winter
5,11/20/16,0.7,1226126.36,conventional,2016,Roast Chicken,Winter
6,11/13/16,0.94,911367.38,conventional,2016,Roast Chicken,Winter
7,11/6/16,1.0,734433.2,conventional,2016,Roast Chicken,Winter
8,10/30/16,1.11,644652.47,conventional,2016,Roast Chicken,Autumn
9,10/23/16,1.02,699711.07,conventional,2016,Roast Chicken,Autumn
10,10/16/16,1.03,831120.57,conventional,2016,Roast Chicken,Autumn
11,10/9/16,0.99,885661.32,conventional,2016,Roast Chicken,Autumn
12,10/2/16,1.03,815711.64,conventional,2016,Roast Chicken,Autumn
13,9/25/16,1.04,811939.65,conventional,2016,Roast Chicken,Autumn
14,9/18/16,1.0,826738.9,conventional,2016,Roast Chicken,Autumn
15,9/11/16,0.88,961997.61,conventional,2016,Roast Chicken,Autumn
16,9/4/16,0.64,1455770.91,conventional,2016,Roast Chicken,Autumn
17,8/28/16,0.79,1024799.73,conventional,2016,Roast Chicken,Autumn
18,8/21/16,0.58,1459911.33,conventional,2016,Roast Chicken,Autumn
19,8/14/16,0.69,1325974.87,conventional,2016,Roast Chicken,Autumn
20,8/7/16,0.64,1522368.93,conventional,2016,Roast Chicken,Autumn
21,7/31/16,1.0,851296.1,conventional,2016,Roast Chicken,Summer
22,7/24/16,0.94,922526.29,conventional,2016,Roast Chicken,Summer
23,7/17/16,0.92,864516.85,conventional,2016,Roast Chicken,Summer
24,7/10/16,0.89,995347.5,conventional,2016,Roast Chicken,Summer
25,7/3/16,0.77,1069905.64,conventional,2016,Roast Chicken,Summer
26,6/26/16,0.6,1360168.72,conventional,2016,Roast Chicken,Summer
27,6/19/16,0.62,1348891.94,conventional,2016,Roast Chicken,Summer
28,6/12/16,0.81,991221.27,conventional,2016,Roast Chicken,Summer
29,6/5/16,0.67,1197277.61,conventional,2016,Roast Chicken,Summer
30,5/29/16,0.58,1342825.39,conventional,2016,Roast Chicken,Summer
31,5/22/16,0.68,1063411.38,conventional,2016,Roast Chicken,Summer
32,5/15/16,0.55,1318932.22,conventional,2016,Roast Chicken,Summer
33,5/8/16,0.57,1489269.33,conventional,2016,Roast Chicken,Summer
34,5/1/16,0.62,1178000.01,conventional,2016,Roast Chicken,Summer
35,4/24/16,0.54,1352494.83,conventional,2016,Roast Chicken,Spring
36,4/17/16,0.61,1166007.02,conventional,2016,Roast Chicken,Spring
37,4/10/16,0.56,1387970.0,conventional,2016,Roast Chicken,Spring
38,4/3/16,0.61,1091234.04,conventional,2016,Roast Chicken,Spring
39,3/27/16,0.54,1423939.62,conventional,2016,Roast Chicken,Spring
40,3/20/16,0.56,1339528.26,conventional,2016,Roast Chicken,Spring
41,3/13/16,0.64,1103110.33,conventional,2016,Roast Chicken,Spring
42,3/6/16,0.51,1442973.47,conventional,2016,Roast Chicken,Spring
43,2/28/16,0.57,1290021.19,conventional,2016,Roast Chicken,Spring
44,2/21/16,0.67,1098967.88,conventional,2016,Roast Chicken,Spring
45,2/14/16,0.61,1209857.67,conventional,2016,Roast Chicken,Spring
46,2/7/16,0.55,1609195.36,conventional,2016,Roast Chicken,Spring
47,1/31/16,0.64,1113755.21,conventional,2016,Roast Chicken,Winter
48,1/24/16,0.61,1016720.53,conventional,2016,Roast Chicken,Winter
49,1/17/16,0.71,1069974.38,conventional,2016,Roast Chicken,Winter
50,1/10/16,0.59,1276128.92,conventional,2016,Roast Chicken,Winter
51,1/3/16,0.62,1092066.65,conventional,2016,Roast Chicken,Winter
0,12/25/16,1.09,1449394.65,conventional,2016,Cape Cod Oysters,Winter
1,12/18/16,1.06,1426470.94,conventional,2016,Cape Cod Oysters,Winter
2,12/11/16,1.08,1468901.87,conventional,2016,Cape Cod Oysters,Winter
3,12/4/16,1.09,1676509.02,conventional,2016,Cape Cod Oysters,Winter
4,11/27/16,1.35,1131932.27,conventional,2016,Cape Cod Oysters,Winter
5,11/20/16,1.49,1126964.32,conventional,2016,Cape Cod Oysters,Winter
6,11/13/16,1.57,1187396.84,conventional,2016,Cape Cod Oysters,Winter
7,11/6/16,1.55,1281023.69,conventional,2016,Cape Cod Oysters,Winter
8,10/30/16,1.54,1058938.09,conventional,2016,Cape Cod Oysters,Autumn
9,10/23/16,1.53,1179301.18,conventional,2016,Cape Cod Oysters,Autumn
10,10/16/16,1.49,1252399.56,conventional,2016,Cape Cod Oysters,Autumn
11,10/9/16,1.41,1360541.39,conventional,2016,Cape Cod Oysters,Autumn
12,10/2/16,1.37,1352081.51,conventional,2016,Cape Cod Oysters,Autumn
13,9/25/16,1.35,1419113.4,conventional,2016,Cape Cod Oysters,Autumn
14,9/18/16,1.24,1641724.15,conventional,2016,Cape Cod Oysters,Autumn
15,9/11/16,1.18,1697761.29,conventional,2016,Cape Cod Oysters,Autumn
16,9/4/16,1.1,1933628.13,conventional,2016,Cape Cod Oysters,Autumn
17,8/28/16,1.22,1693969.47,conventional,2016,Cape Cod Oysters,Autumn
18,8/21/16,1.21,1693418.62,conventional,2016,Cape Cod Oysters,Autumn
19,8/14/16,1.12,1873446.99,conventional,2016,Cape Cod Oysters,Autumn
20,8/7/16,1.17,1979362.94,conventional,2016,Cape Cod Oysters,Autumn
21,7/31/16,1.25,1716384.76,conventional,2016,Cape Cod Oysters,Summer
22,7/24/16,1.22,1807152.43,conventional,2016,Cape Cod Oysters,Summer
23,7/17/16,1.15,1865426.77,conventional,2016,Cape Cod Oysters,Summer
24,7/10/16,1.09,2028847.18,conventional,2016,Cape Cod Oysters,Summer
25,7/3/16,1.05,2259572.01,conventional,2016,Cape Cod Oysters,Summer
26,6/26/16,1.03,2101835.6,conventional,2016,Cape Cod Oysters,Summer
27,6/19/16,0.87,2559002.86,conventional,2016,Cape Cod Oysters,Summer
28,6/12/16,1.04,2104834.28,conventional,2016,Cape Cod Oysters,Summer
29,6/5/16,0.93,2330438.23,conventional,2016,Cape Cod Oysters,Summer
30,5/29/16,0.9,2265037.77,conventional,2016,Cape Cod Oysters,Summer
31,5/22/16,0.94,2248726.67,conventional,2016,Cape Cod Oysters,Summer
32,5/15/16,0.95,2100440.16,conventional,2016,Cape Cod Oysters,Summer
33,5/8/16,0.86,2664926.82,conventional,2016,Cape Cod Oysters,Summer
34,5/1/16,0.97,2093998.59,conventional,2016,Cape Cod Oysters,Summer
35,4/24/16,0.95,2088524.46,conventional,2016,Cape Cod Oysters,Spring
36,4/17/16,0.95,2114990.64,conventional,2016,Cape Cod Oysters,Spring
37,4/10/16,1.0,1872378.56,conventional,2016,Cape Cod Oysters,Spring
38,4/3/16,1.04,1769050.34,conventional,2016,Cape Cod Oysters,Spring
39,3/27/16,1.07,1740836.89,conventional,2016,Cape Cod Oysters,Spring
40,3/20/16,0.95,1938247.08,conventional,2016,Cape Cod Oysters,Spring
41,3/13/16,0.91,2095165.01,conventional,2016,Cape Cod Oysters,Spring
42,3/6/16,1.06,1734414.9,conventional,2016,Cape Cod Oysters,Spring
43,2/28/16,1.07,1647189.23,conventional,2016,Cape Cod Oysters,Spring
44,2/21/16,1.03,1672884.28,conventional,2016,Cape Cod Oysters,Spring
45,2/14/16,0.97,1790822.72,conventional,2016,Cape Cod Oysters,Spring
46,2/7/16,0.83,2838853.24,conventional,2016,Cape Cod Oysters,Spring
47,1/31/16,1.05,1851372.18,conventional,2016,Cape Cod Oysters,Winter
48,1/24/16,1.16,1261352.88,conventional,2016,Cape Cod Oysters,Winter
49,1/17/16,1.12,1495176.98,conventional,2016,Cape Cod Oysters,Winter
50,1/10/16,1.08,1670524.63,conventional,2016,Cape Cod Oysters,Winter
51,1/3/16,0.94,2171818.57,conventional,2016,Cape Cod Oysters,Winter
0,12/25/16,0.94,525930.72,conventional,2016,Lobster Dinner,Winter
1,12/18/16,0.93,522499.15,conventional,2016,Lobster Dinner,Winter
2,12/11/16,0.7,923022.14,conventional,2016,Lobster Dinner,Winter
3,12/4/16,1.0,594246.5,conventional,2016,Lobster Dinner,Winter
4,11/27/16,1.22,404389.56,conventional,2016,Lobster Dinner,Winter
5,11/20/16,1.23,455618.12,conventional,2016,Lobster Dinner,Winter
6,11/13/16,1.22,487762.79,conventional,2016,Lobster Dinner,Winter
7,11/6/16,1.35,467433.56,conventional,2016,Lobster Dinner,Winter
8,10/30/16,1.4,407047.88,conventional,2016,Lobster Dinner,Autumn
9,10/23/16,1.12,568596.03,conventional,2016,Lobster Dinner,Autumn
10,10/16/16,1.16,563725.3,conventional,2016,Lobster Dinner,Autumn
11,10/9/16,1.08,598035.57,conventional,2016,Lobster Dinner,Autumn
12,10/2/16,0.83,954737.07,conventional,2016,Lobster Dinner,Autumn
13,9/25/16,0.87,694289.8,conventional,2016,Lobster Dinner,Autumn
14,9/18/16,0.94,603235.38,conventional,2016,Lobster Dinner,Autumn
15,9/11/16,0.88,671817.53,conventional,2016,Lobster Dinner,Autumn
16,9/4/16,1.01,613058.51,conventional,2016,Lobster Dinner,Autumn
17,8/28/16,0.99,621458.42,conventional,2016,Lobster Dinner,Autumn
18,8/21/16,0.92,668003.85,conventional,2016,Lobster Dinner,Autumn
19,8/14/16,0.98,623628.8,conventional,2016,Lobster Dinner,Autumn
20,8/7/16,0.96,659207.94,conventional,2016,Lobster Dinner,Autumn
21,7/31/16,1.02,608614.15,conventional,2016,Lobster Dinner,Summer
22,7/24/16,0.97,602085.03,conventional,2016,Lobster Dinner,Summer
23,7/17/16,0.93,612572.73,conventional,2016,Lobster Dinner,Summer
24,7/10/16,0.98,669673.68,conventional,2016,Lobster Dinner,Summer
25,7/3/16,0.98,728681.01,conventional,2016,Lobster Dinner,Summer
26,6/26/16,0.92,662145.29,conventional,2016,Lobster Dinner,Summer
27,6/19/16,0.86,682680.66,conventional,2016,Lobster Dinner,Summer
28,6/12/16,0.85,626226.63,conventional,2016,Lobster Dinner,Summer
29,6/5/16,0.78,942774.69,conventional,2016,Lobster Dinner,Summer
30,5/29/16,0.77,832869.55,conventional,2016,Lobster Dinner,Summer
31,5/22/16,0.78,689730.64,conventional,2016,Lobster Dinner,Summer
32,5/15/16,0.75,884782.05,conventional,2016,Lobster Dinner,Summer
33,5/8/16,0.75,969780.21,conventional,2016,Lobster Dinner,Summer
34,5/1/16,0.76,852118.86,conventional,2016,Lobster Dinner,Summer
35,4/24/16,0.79,714374.65,conventional,2016,Lobster Dinner,Spring
36,4/17/16,0.69,917689.13,conventional,2016,Lobster Dinner,Spring
37,4/10/16,0.88,681434.09,conventional,2016,Lobster Dinner,Spring
38,4/3/16,0.79,806264.89,conventional,2016,Lobster Dinner,Spring
39,3/27/16,0.71,806586.49,conventional,2016,Lobster Dinner,Spring
40,3/20/16,0.94,556500.49,conventional,2016,Lobster Dinner,Spring
41,3/13/16,0.79,750735.4,conventional,2016,Lobster Dinner,Spring
42,3/6/16,0.83,769499.11,conventional,2016,Lobster Dinner,Spring
43,2/28/16,0.83,725928.01,conventional,2016,Lobster Dinner,Spring
44,2/21/16,0.71,823186.03,conventional,2016,Lobster Dinner,Spring
45,2/14/16,0.87,567176.93,conventional,2016,Lobster Dinner,Spring
46,2/7/16,0.72,948838.16,conventional,2016,Lobster Dinner,Spring
47,1/31/16,0.88,674373.81,conventional,2016,Lobster Dinner,Winter
48,1/24/16,0.9,596989.37,conventional,2016,Lobster Dinner,Winter
49,1/17/16,0.87,731385.02,conventional,2016,Lobster Dinner,Winter
50,1/10/16,0.88,731602.32,conventional,2016,Lobster Dinner,Winter
51,1/3/16,0.75,830063.2,conventional,2016,Lobster Dinner,Winter
0,12/25/16,0.89,473730.19,conventional,2016,Chicken Sandwich,Winter
1,12/18/16,0.9,437170.79,conventional,2016,Chicken Sandwich,Winter
2,12/11/16,0.81,505122.6,conventional,2016,Chicken Sandwich,Winter
3,12/4/16,0.85,499144.04,conventional,2016,Chicken Sandwich,Winter
4,11/27/16,1.08,392291.47,conventional,2016,Chicken Sandwich,Winter
5,11/20/16,1.25,369682.4,conventional,2016,Chicken Sandwich,Winter
6,11/13/16,1.37,353828.79,conventional,2016,Chicken Sandwich,Winter
7,11/6/16,1.68,292299.52,conventional,2016,Chicken Sandwich,Winter
8,10/30/16,1.65,270941.97,conventional,2016,Chicken Sandwich,Autumn
9,10/23/16,1.32,366026.91,conventional,2016,Chicken Sandwich,Autumn
10,10/16/16,1.27,443367.98,conventional,2016,Chicken Sandwich,Autumn
11,10/9/16,1.25,473046.6,conventional,2016,Chicken Sandwich,Autumn
12,10/2/16,1.09,534801.53,conventional,2016,Chicken Sandwich,Autumn
13,9/25/16,1.05,566089.72,conventional,2016,Chicken Sandwich,Autumn
14,9/18/16,1.18,457197.25,conventional,2016,Chicken Sandwich,Autumn
15,9/11/16,1.08,498555.72,conventional,2016,Chicken Sandwich,Autumn
16,9/4/16,1.06,550756.68,conventional,2016,Chicken Sandwich,Autumn
17,8/28/16,0.9,620041.46,conventional,2016,Chicken Sandwich,Autumn
18,8/21/16,0.94,578630.39,conventional,2016,Chicken Sandwich,Autumn
19,8/14/16,1.19,499056.18,conventional,2016,Chicken Sandwich,Autumn
20,8/7/16,1.14,534955.59,conventional,2016,Chicken Sandwich,Autumn
21,7/31/16,1.16,522678.71,conventional,2016,Chicken Sandwich,Summer
22,7/24/16,1.18,526657.41,conventional,2016,Chicken Sandwich,Summer
23,7/17/16,1.12,519567.72,conventional,2016,Chicken Sandwich,Summer
24,7/10/16,0.98,604082.24,conventional,2016,Chicken Sandwich,Summer
25,7/3/16,1.04,613005.97,conventional,2016,Chicken Sandwich,Summer
26,6/26/16,0.89,595917.64,conventional,2016,Chicken Sandwich,Summer
27,6/19/16,0.98,573831.3,conventional,2016,Chicken Sandwich,Summer
28,6/12/16,0.88,596634.56,conventional,2016,Chicken Sandwich,Summer
29,6/5/16,0.83,661159.79,conventional,2016,Chicken Sandwich,Summer
30,5/29/16,0.92,576543.05,conventional,2016,Chicken Sandwich,Summer
31,5/22/16,0.78,569349.05,conventional,2016,Chicken Sandwich,Summer
32,5/15/16,0.86,553706.74,conventional,2016,Chicken Sandwich,Summer
33,5/8/16,0.78,649503.23,conventional,2016,Chicken Sandwich,Summer
34,5/1/16,0.68,679213.01,conventional,2016,Chicken Sandwich,Summer
35,4/24/16,0.73,623486.79,conventional,2016,Chicken Sandwich,Spring
36,4/17/16,0.8,621350.28,conventional,2016,Chicken Sandwich,Spring
37,4/10/16,0.84,589694.67,conventional,2016,Chicken Sandwich,Spring
38,4/3/16,0.9,527115.47,conventional,2016,Chicken Sandwich,Spring
39,3/27/16,0.8,615580.7,conventional,2016,Chicken Sandwich,Spring
40,3/20/16,0.76,649914.07,conventional,2016,Chicken Sandwich,Spring
41,3/13/16,0.84,567953.21,conventional,2016,Chicken Sandwich,Spring
42,3/6/16,0.81,627397.71,conventional,2016,Chicken Sandwich,Spring
43,2/28/16,0.8,585693.61,conventional,2016,Chicken Sandwich,Spring
44,2/21/16,0.86,592197.58,conventional,2016,Chicken Sandwich,Spring
45,2/14/16,0.79,595414.77,conventional,2016,Chicken Sandwich,Spring
46,2/7/16,0.61,917660.79,conventional,2016,Chicken Sandwich,Spring
47,1/31/16,0.72,643326.66,conventional,2016,Chicken Sandwich,Winter
48,1/24/16,0.85,564637.66,conventional,2016,Chicken Sandwich,Winter
49,1/17/16,0.79,561712.98,conventional,2016,Chicken Sandwich,Winter
50,1/10/16,0.81,578610.94,conventional,2016,Chicken Sandwich,Winter
51,1/3/16,0.65,719749.77,conventional,2016,Chicken Sandwich,Winter
0,12/25/16,1.18,690027.33,conventional,2016,Tenderloin Steak,Winter
1,12/18/16,1.22,643518.28,conventional,2016,Tenderloin Steak,Winter
2,12/11/16,1.29,655428.34,conventional,2016,Tenderloin Steak,Winter
3,12/4/16,1.52,542857.36,conventional,2016,Tenderloin Steak,Winter
4,11/27/16,1.75,488378.1,conventional,2016,Tenderloin Steak,Winter
5,11/20/16,1.89,510752.32,conventional,2016,Tenderloin Steak,Winter
6,11/13/16,1.94,506543.8,conventional,2016,Tenderloin Steak,Winter
7,11/6/16,2.07,492504.81,conventional,2016,Tenderloin Steak,Winter
8,10/30/16,2.2,477937.8,conventional,2016,Tenderloin Steak,Autumn
9,10/23/16,1.87,411873.66,conventional,2016,Tenderloin Steak,Autumn
10,10/16/16,1.99,590535.06,conventional,2016,Tenderloin Steak,Autumn
11,10/9/16,1.82,673082.26,conventional,2016,Tenderloin Steak,Autumn
12,10/2/16,1.52,731993.57,conventional,2016,Tenderloin Steak,Autumn
13,9/25/16,1.43,860546.65,conventional,2016,Tenderloin Steak,Autumn
14,9/18/16,1.5,813575.88,conventional,2016,Tenderloin Steak,Autumn
15,9/11/16,1.43,862732.45,conventional,2016,Tenderloin Steak,Autumn
16,9/4/16,1.47,850104.12,conventional,2016,Tenderloin Steak,Autumn
17,8/28/16,1.38,812410.86,conventional,2016,Tenderloin Steak,Autumn
18,8/21/16,1.28,825338.15,conventional,2016,Tenderloin Steak,Autumn
19,8/14/16,1.03,1114834.28,conventional,2016,Tenderloin Steak,Autumn
20,8/7/16,1.49,753570.45,conventional,2016,Tenderloin Steak,Autumn
21,7/31/16,1.52,814505.22,conventional,2016,Tenderloin Steak,Summer
22,7/24/16,1.54,817357.28,conventional,2016,Tenderloin Steak,Summer
23,7/17/16,1.46,804071.94,conventional,2016,Tenderloin Steak,Summer
24,7/10/16,1.4,842731.76,conventional,2016,Tenderloin Steak,Summer
25,7/3/16,1.41,891917.15,conventional,2016,Tenderloin Steak,Summer
26,6/26/16,1.5,749554.87,conventional,2016,Tenderloin Steak,Summer
27,6/19/16,1.44,800921.02,conventional,2016,Tenderloin Steak,Summer
28,6/12/16,1.45,770382.05,conventional,2016,Tenderloin Steak,Summer
29,6/5/16,1.35,899154.46,conventional,2016,Tenderloin Steak,Summer
30,5/29/16,1.34,891069.03,conventional,2016,Tenderloin Steak,Summer
31,5/22/16,1.31,817923.28,conventional,2016,Tenderloin Steak,Summer
32,5/15/16,1.37,772064.79,conventional,2016,Tenderloin Steak,Summer
33,5/8/16,1.06,961334.65,conventional,2016,Tenderloin Steak,Summer
34,5/1/16,0.99,1001227.21,conventional,2016,Tenderloin Steak,Summer
35,4/24/16,1.0,1017425.89,conventional,2016,Tenderloin Steak,Spring
36,4/17/16,1.39,786422.89,conventional,2016,Tenderloin Steak,Spring
37,4/10/16,1.38,765652.36,conventional,2016,Tenderloin Steak,Spring
38,4/3/16,1.12,849739.84,conventional,2016,Tenderloin Steak,Spring
39,3/27/16,1.47,716020.43,conventional,2016,Tenderloin Steak,Spring
40,3/20/16,1.4,739577.85,conventional,2016,Tenderloin Steak,Spring
41,3/13/16,1.41,714002.3,conventional,2016,Tenderloin Steak,Spring
42,3/6/16,1.29,817240.38,conventional,2016,Tenderloin Steak,Spring
43,2/28/16,1.29,824092.61,conventional,2016,Tenderloin Steak,Spring
44,2/21/16,1.15,799826.02,conventional,2016,Tenderloin Steak,Spring
45,2/14/16,1.34,696959.32,conventional,2016,Tenderloin Steak,Spring
46,2/7/16,0.89,1355047.15,conventional,2016,Tenderloin Steak,Spring
47,1/31/16,1.27,805039.06,conventional,2016,Tenderloin Steak,Winter
48,1/24/16,1.05,844417.47,conventional,2016,Tenderloin Steak,Winter
49,1/17/16,1.24,732860.83,conventional,2016,Tenderloin Steak,Winter
50,1/10/16,1.21,765839.95,conventional,2016,Tenderloin Steak,Winter
51,1/3/16,0.93,918798.74,conventional,2016,Tenderloin Steak,Winter
0,12/25/16,0.79,5630041.84,conventional,2016,Clam Chowder and bread,Winter
1,12/18/16,0.72,5483207.89,conventional,2016,Clam Chowder and bread,Winter
2,12/11/16,0.76,5031206.93,conventional,2016,Clam Chowder and bread,Winter
3,12/4/16,0.76,5584114.56,conventional,2016,Clam Chowder and bread,Winter
4,11/27/16,0.93,4064847.35,conventional,2016,Clam Chowder and bread,Winter
5,11/20/16,1.06,4150510.67,conventional,2016,Clam Chowder and bread,Winter
6,11/13/16,1.11,4224677.32,conventional,2016,Clam Chowder and bread,Winter
7,11/6/16,1.16,4214624.13,conventional,2016,Clam Chowder and bread,Winter
8,10/30/16,1.19,3733135.22,conventional,2016,Clam Chowder and bread,Autumn
9,10/23/16,1.09,4477594.56,conventional,2016,Clam Chowder and bread,Autumn
10,10/16/16,1.03,4967651.41,conventional,2016,Clam Chowder and bread,Autumn
11,10/9/16,1.0,5416591.81,conventional,2016,Clam Chowder and bread,Autumn
12,10/2/16,1.01,5006659.75,conventional,2016,Clam Chowder and bread,Autumn
13,9/25/16,0.98,5344837.49,conventional,2016,Clam Chowder and bread,Autumn
14,9/18/16,0.86,6130653.55,conventional,2016,Clam Chowder and bread,Autumn
15,9/11/16,0.82,6236078.55,conventional,2016,Clam Chowder and bread,Autumn
16,9/4/16,0.78,6802635.25,conventional,2016,Clam Chowder and bread,Autumn
17,8/28/16,0.84,5775721.7,conventional,2016,Clam Chowder and bread,Autumn
18,8/21/16,0.87,5682046.61,conventional,2016,Clam Chowder and bread,Autumn
19,8/14/16,0.94,5385035.37,conventional,2016,Clam Chowder and bread,Autumn
20,8/7/16,0.93,5647940.41,conventional,2016,Clam Chowder and bread,Autumn
21,7/31/16,0.98,5130900.02,conventional,2016,Clam Chowder and bread,Summer
22,7/24/16,0.97,5528475.32,conventional,2016,Clam Chowder and bread,Summer
23,7/17/16,0.94,5449441.63,conventional,2016,Clam Chowder and bread,Summer
24,7/10/16,0.91,5646460.01,conventional,2016,Clam Chowder and bread,Summer
25,7/3/16,0.91,6494533.3,conventional,2016,Clam Chowder and bread,Summer
26,6/26/16,0.89,6046264.46,conventional,2016,Clam Chowder and bread,Summer
27,6/19/16,0.89,6005535.29,conventional,2016,Clam Chowder and bread,Summer
28,6/12/16,0.85,6195284.67,conventional,2016,Clam Chowder and bread,Summer
29,6/5/16,0.83,6351400.69,conventional,2016,Clam Chowder and bread,Summer
30,5/29/16,0.8,6239677.27,conventional,2016,Clam Chowder and bread,Summer
31,5/22/16,0.72,6680323.25,conventional,2016,Clam Chowder and bread,Summer
32,5/15/16,0.73,6728120.77,conventional,2016,Clam Chowder and bread,Summer
33,5/8/16,0.72,7281887.35,conventional,2016,Clam Chowder and bread,Summer
34,5/1/16,0.71,6953488.71,conventional,2016,Clam Chowder and bread,Summer
35,4/24/16,0.7,6893900.54,conventional,2016,Clam Chowder and bread,Spring
36,4/17/16,0.71,6657073.54,conventional,2016,Clam Chowder and bread,Spring
37,4/10/16,0.73,6414263.17,conventional,2016,Clam Chowder and bread,Spring
38,4/3/16,0.74,6154503.04,conventional,2016,Clam Chowder and bread,Spring
39,3/27/16,0.77,6553308.82,conventional,2016,Clam Chowder and bread,Spring
40,3/20/16,0.77,6276764.8,conventional,2016,Clam Chowder and bread,Spring
41,3/13/16,0.79,5894070.33,conventional,2016,Clam Chowder and bread,Spring
42,3/6/16,0.78,5848140.87,conventional,2016,Clam Chowder and bread,Spring
43,2/28/16,0.77,5698454.09,conventional,2016,Clam Chowder and bread,Spring
44,2/21/16,0.82,5108381.41,conventional,2016,Clam Chowder and bread,Spring
45,2/14/16,0.7,6349601.68,conventional,2016,Clam Chowder and bread,Spring
46,2/7/16,0.7,7606351.8,conventional,2016,Clam Chowder and bread,Spring
47,1/31/16,0.79,5850128.4,conventional,2016,Clam Chowder and bread,Winter
48,1/24/16,0.94,3898235.29,conventional,2016,Clam Chowder and bread,Winter
49,1/17/16,0.81,5735627.03,conventional,2016,Clam Chowder and bread,Winter
50,1/10/16,0.84,5647635.02,conventional,2016,Clam Chowder and bread,Winter
51,1/3/16,0.79,5693942.07,conventional,2016,Clam Chowder and bread,Winter
0,12/25/16,0.94,3722102.33,conventional,2016,Salman Steak,Winter
1,12/18/16,0.96,3413410.59,conventional,2016,Salman Steak,Winter
2,12/11/16,1.21,2648135.47,conventional,2016,Salman Steak,Winter
3,12/4/16,0.99,3941512.2,conventional,2016,Salman Steak,Winter
4,11/27/16,1.39,2408199.34,conventional,2016,Salman Steak,Winter
5,11/20/16,1.38,2670425.59,conventional,2016,Salman Steak,Winter
6,11/13/16,1.37,2819888.75,conventional,2016,Salman Steak,Winter
7,11/6/16,1.44,2590997.85,conventional,2016,Salman Steak,Winter
8,10/30/16,1.44,2502552.63,conventional,2016,Salman Steak,Autumn
9,10/23/16,1.43,2704875.68,conventional,2016,Salman Steak,Autumn
10,10/16/16,1.24,3233029.42,conventional,2016,Salman Steak,Autumn
11,10/9/16,1.37,2885138.33,conventional,2016,Salman Steak,Autumn
12,10/2/16,1.38,3106952.74,conventional,2016,Salman Steak,Autumn
13,9/25/16,1.32,3266161.45,conventional,2016,Salman Steak,Autumn
14,9/18/16,1.11,3403999.22,conventional,2016,Salman Steak,Autumn
15,9/11/16,1.08,3431698.41,conventional,2016,Salman Steak,Autumn
16,9/4/16,0.96,4804279.06,conventional,2016,Salman Steak,Autumn
17,8/28/16,1.11,3580022.43,conventional,2016,Salman Steak,Autumn
18,8/21/16,1.11,3716886.69,conventional,2016,Salman Steak,Autumn
19,8/14/16,1.09,4230674.67,conventional,2016,Salman Steak,Autumn
20,8/7/16,1.18,3419326.48,conventional,2016,Salman Steak,Autumn
21,7/31/16,1.18,3329108.94,conventional,2016,Salman Steak,Summer
22,7/24/16,1.17,3381732.73,conventional,2016,Salman Steak,Summer
23,7/17/16,1.15,3408142.71,conventional,2016,Salman Steak,Summer
24,7/10/16,1.1,3646868.94,conventional,2016,Salman Steak,Summer
25,7/3/16,0.91,5432816.58,conventional,2016,Salman Steak,Summer
26,6/26/16,1.09,3619364.21,conventional,2016,Salman Steak,Summer
27,6/19/16,0.94,4665536.74,conventional,2016,Salman Steak,Summer
28,6/12/16,1.07,3393712.37,conventional,2016,Salman Steak,Summer
29,6/5/16,0.91,4563745.14,conventional,2016,Salman Steak,Summer
30,5/29/16,0.92,4829487.03,conventional,2016,Salman Steak,Summer
31,5/22/16,1.05,3416062.07,conventional,2016,Salman Steak,Summer
32,5/15/16,0.82,5002102.24,conventional,2016,Salman Steak,Summer
33,5/8/16,0.86,4651540.06,conventional,2016,Salman Steak,Summer
34,5/1/16,0.75,6415228.14,conventional,2016,Salman Steak,Summer
35,4/24/16,0.84,5062464.54,conventional,2016,Salman Steak,Spring
36,4/17/16,1.01,3673260.93,conventional,2016,Salman Steak,Spring
37,4/10/16,0.86,4792907.32,conventional,2016,Salman Steak,Spring
38,4/3/16,1.04,3507226.18,conventional,2016,Salman Steak,Spring
39,3/27/16,1.05,3242245.67,conventional,2016,Salman Steak,Spring
40,3/20/16,1.05,3304400.62,conventional,2016,Salman Steak,Spring
41,3/13/16,0.88,4688502.05,conventional,2016,Salman Steak,Spring
42,3/6/16,1.07,3161231.11,conventional,2016,Salman Steak,Spring
43,2/28/16,0.84,4740050.22,conventional,2016,Salman Steak,Spring
44,2/21/16,1.04,3068786.09,conventional,2016,Salman Steak,Spring
45,2/14/16,0.98,3234338.23,conventional,2016,Salman Steak,Spring
46,2/7/16,0.62,6847218.72,conventional,2016,Salman Steak,Spring
47,1/31/16,1.02,3318109.53,conventional,2016,Salman Steak,Winter
48,1/24/16,0.9,3895844.89,conventional,2016,Salman Steak,Winter
49,1/17/16,1.09,2913810.18,conventional,2016,Salman Steak,Winter
